id,created_at,source,in_reply_to_status_id_str,in_reply_to_user_id_str,in_reply_to_screen_name,user_id_str,user_screen_name,place_country_code,place_full_name,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,text
1074069085053440001,2018-12-15 22:29:59,Aldo Zaffalon,,,,2785271728,yamatho2,,,False,1,0,False,False,en,RT @AVphotog: Another look at the stomne tunnel over the creek. #blackandwhitephotography #stone #rock #tunnel #creek #water #stream #river…
1073934867564584965,2018-12-15 13:36:39,IFTTT,,,,276839527,TheAmanSagwal,,,False,0,0,False,False,und,"#water, #nature, #outdoors, #stone, #river, #wood, #rock, #people, #travel, #stream, #summer, #environment, #tree,… https://t.co/yTrHSDrLBE"
1073917740266741760,2018-12-15 12:28:36,Instagram,,,,276839527,TheAmanSagwal,NZ,"Auckland, New Zealand",False,0,0,False,False,und,"#water, #nature, #outdoors, #stone, #river, #wood, #rock, #people, #travel, #stream, #summer, #environment, #tree,… https://t.co/6HcXokqbuj"
1073914239658704899,2018-12-15 12:14:41,Instagram,,,,276839527,TheAmanSagwal,NZ,"Auckland, New Zealand",False,0,0,False,False,tl,#water #nature #outdoors #stone #river #wood #rock #people #travel #stream #summer #environment #tree #food #park… https://t.co/o81cfW9LJv
1074408664755290112,2018-12-16 20:59:21,Aldo Zaffalon,,,,2785271728,yamatho2,,,False,1,0,False,False,en,RT @jbroad_photos: Another shot of Venford 😊 • • • • #waterfall #waterfallphotography #river #stream #water #longexposure #longexposurephot…
1074408496349745152,2018-12-16 20:58:41,IFTTT,,,,896833408021737476,jbroad_photos,,,False,1,1,False,False,en,Another shot of Venford 😊 • • • • #waterfall #waterfallphotography #river #stream #water #longexposure… https://t.co/i1R8aqCKPb
1074257798106619904,2018-12-16 10:59:52,Aldo Zaffalon,,,,2785271728,yamatho2,,,False,1,0,False,False,und,RT @MouFranco: https://t.co/CVOAWIyBF1 #biologist #biology #water #analysis #environmental #river #science #chemistry #stream #scientific #…
1074257780415127552,2018-12-16 10:59:48,Aldo Zaffalon,,,,2785271728,yamatho2,,,False,1,0,False,False,und,RT @MouFranco: https://t.co/laXavFtK5f #biologist #biology #water #analysis #environmental #river #science #chemistry #stream #scientific #…
1074257096772743168,2018-12-16 10:57:05,LinkedIn,,,,2786287706,MouFranco,,,False,1,2,False,False,und,https://t.co/CVOAWIyBF1 #biologist #biology #water #analysis #environmental #river #science #chemistry #stream… https://t.co/hCoRlPiRWg
1074256443103014912,2018-12-16 10:54:29,LinkedIn,,,,2786287706,MouFranco,,,False,1,0,False,False,und,https://t.co/laXavFtK5f #biologist #biology #water #analysis #environmental #river #science #chemistry #stream… https://t.co/tDMWsinvNA
1074255696995115008,2018-12-16 10:51:31,LinkedIn,,,,2786287706,MouFranco,,,False,0,0,False,False,und,https://t.co/BVo7S4U25f #biologist #biology #water #analysis #environmental #river #science #chemistry #stream… https://t.co/9AKkfRZtR5
1074254472270888960,2018-12-16 10:46:39,LinkedIn,,,,2786287706,MouFranco,,,False,0,0,False,False,und,https://t.co/P9gJq5qYLh #biologist #biology #water #analysis #environmental #river #science #chemistry #stream… https://t.co/FRXnT3rn4b
1074247685312577536,2018-12-16 10:19:41,Twitter Web Client,,,,999621483755286530,StarColombo,,,False,9,0,False,False,en,RT @travelsuncorked: Swiss National Park in #Switzerland: #Swiss #NationalParks #idealdestinations #destination #nature #river #stream http…
1074238921196879874,2018-12-16 09:44:51,Aldo Zaffalon,,,,2785271728,yamatho2,,,False,1,0,False,False,und,"RT @TheAmanSagwal: #water, #nature, #outdoors, #stone, #river, #wood, #rock, #people, #travel, #stream, #summer, #environment, #tree, #food…"
1074236842449559552,2018-12-16 09:36:36,IFTTT,,,,276839527,TheAmanSagwal,,,False,1,0,False,False,und,"#water, #nature, #outdoors, #stone, #river, #wood, #rock, #people, #travel, #stream, #summer, #environment, #tree,… https://t.co/CujVuXEE2I"
1074721852264800256,2018-12-17 17:43:51,Twitter for Android,,,,936677040,SAGREN6,,,False,1,0,False,False,en,RT @pfg_film: A small waterfall
 #SouthAfrica #Drakensberg #Waterfall #Travel #Clerens #Adventure #YOLO #Forrest #Woods #Stream #River #Boul…
1074721735050706945,2018-12-17 17:43:23,Twitter for Android,,,,1878417752,Monique_PR_,,,False,1,0,False,False,en,RT @pfg_film: A small waterfall
 #SouthAfrica #Drakensberg #Waterfall #Travel #Clerens #Adventure #YOLO #Forrest #Woods #Stream #River #Boul…
1074560025891364864,2018-12-17 07:00:49,Buffer,,,,2768681123,pfg_film,,,False,1,3,False,False,en,A small waterfall
